image_id,file_name,class_name,true_label,split,image_path,resolved_image_path,source,source_filepath,concept_key,concept_peripheral_ground_glass_opacities_label,concept_bilateral_involvement_label,concept_multilobar_distribution_label,concept_crazy_paving_pattern_label,concept_absence_of_lobar_consolidation_label,concept_localized_or_diffuse_presentation_label,concept_increased_density_in_the_lung_label,concept_ground_glass_appearance_label,task_prediction,task_probability_noncovid,task_probability_covid,neural_prediction,neural_probability_noncovid,neural_probability_covid,concept_score_peripheral_ground_glass_opacities,concept_score_bilateral_involvement,concept_score_multilobar_distribution,concept_score_crazy_paving_pattern,concept_score_absence_of_lobar_consolidation,concept_score_localized_or_diffuse_presentation,concept_score_increased_density_in_the_lung,concept_score_ground_glass_appearance,concept_pred_peripheral_ground_glass_opacities_label,concept_pred_bilateral_involvement_label,concept_pred_multilobar_distribution_label,concept_pred_crazy_paving_pattern_label,concept_pred_absence_of_lobar_consolidation_label,concept_pred_localized_or_diffuse_presentation_label,concept_pred_increased_density_in_the_lung_label,concept_pred_ground_glass_appearance_label
covid_2020_02_23_20026856_p17_115_1_aug_0244,2020.02.23.20026856-p17-115%1_aug_0244.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.23.20026856-p17-115%1_aug_0244.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.23.20026856-p17-115%1_aug_0244.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%1.png,2020.02.23.20026856-p17-115%1.png,1,1,1,0,1,1,1,1,1,0.4835756,0.5164244,0,0.47769815,0.45085248,0.59614,0.48595726,0.69813883,0.29417363,0.6021259,0.684319,0.6584875,0.60973126,1,0,1,0,1,1,1,1
covid_2020_02_23_20026856_p17_115_2_aug_0245,2020.02.23.20026856-p17-115%2_aug_0245.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.23.20026856-p17-115%2_aug_0245.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.23.20026856-p17-115%2_aug_0245.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%2.png,2020.02.23.20026856-p17-115%2.png,1,1,1,0,1,1,1,1,1,0.034136582,0.96586347,1,0.4301571,0.45459408,0.6623624,0.5471423,0.7387155,0.40102535,0.5469977,0.6538569,0.63780814,0.6349113,1,1,1,0,1,1,1,1
covid_2020_02_23_20026856_p17_115_3_aug_0246,2020.02.23.20026856-p17-115%3_aug_0246.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.23.20026856-p17-115%3_aug_0246.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.23.20026856-p17-115%3_aug_0246.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%3.png,2020.02.23.20026856-p17-115%3.png,1,1,1,0,1,1,1,1,1,0.028148657,0.97185135,1,0.4202316,0.46148852,0.67409146,0.57362866,0.7426404,0.45351696,0.5298221,0.63799447,0.6646147,0.66514176,1,1,1,0,1,1,1,1
covid_2020_02_23_20026856_p17_115_4_aug_0247,2020.02.23.20026856-p17-115%4_aug_0247.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.23.20026856-p17-115%4_aug_0247.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.23.20026856-p17-115%4_aug_0247.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%4.png,2020.02.23.20026856-p17-115%4.png,1,1,1,0,1,1,1,1,1,0.07490137,0.9250986,1,0.43064216,0.4618606,0.6627557,0.52596486,0.7517143,0.36768717,0.55502623,0.68836397,0.6493949,0.6516446,1,1,1,0,1,1,1,1
covid_2020_02_23_20026856_p17_115_5_aug_0248,2020.02.23.20026856-p17-115%5_aug_0248.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.23.20026856-p17-115%5_aug_0248.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.23.20026856-p17-115%5_aug_0248.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%5.png,2020.02.23.20026856-p17-115%5.png,1,1,1,0,1,1,1,1,0,0.9957488,0.004251237,0,0.47099915,0.38916987,0.5823617,0.54432267,0.64305484,0.28501412,0.767552,0.6502306,0.615117,0.4974805,1,1,1,0,1,1,1,0
covid_2020_02_24_20027052_p8_73_0_aug_0249,2020.02.24.20027052-p8-73%0_aug_0249.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027052-p8-73%0_aug_0249.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027052-p8-73%0_aug_0249.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027052-p8-73%0.png,2020.02.24.20027052-p8-73%0.png,1,1,1,0,1,1,1,1,0,0.7433331,0.2566668,0,0.47842896,0.44500124,0.59228915,0.4738903,0.6741198,0.31129414,0.60639614,0.6463558,0.6718705,0.57472295,1,0,1,0,1,1,1,1
covid_2020_02_24_20027052_p8_73_1_aug_0250,2020.02.24.20027052-p8-73%1_aug_0250.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027052-p8-73%1_aug_0250.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027052-p8-73%1_aug_0250.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027052-p8-73%1.png,2020.02.24.20027052-p8-73%1.png,1,1,1,0,1,1,1,1,0,0.9953206,0.0046794256,0,0.48263046,0.3864243,0.6193568,0.50588226,0.64663994,0.28846684,0.76934034,0.62837523,0.6122495,0.45865795,1,1,1,0,1,1,1,0
covid_2020_02_24_20027052_p8_73_2_aug_0251,2020.02.24.20027052-p8-73%2_aug_0251.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027052-p8-73%2_aug_0251.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027052-p8-73%2_aug_0251.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027052-p8-73%2.png,2020.02.24.20027052-p8-73%2.png,1,1,1,0,1,1,1,1,1,0.34894398,0.651056,0,0.48218548,0.45362782,0.57026786,0.49037284,0.6537089,0.37759492,0.56699526,0.6106955,0.6357173,0.5810619,1,0,1,0,1,1,1,1
covid_2020_02_24_20027052_p8_73_3_aug_0252,2020.02.24.20027052-p8-73%3_aug_0252.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027052-p8-73%3_aug_0252.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027052-p8-73%3_aug_0252.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027052-p8-73%3.png,2020.02.24.20027052-p8-73%3.png,1,1,1,0,1,1,1,1,1,0.06851766,0.9314824,1,0.43158278,0.46109605,0.6608771,0.5274474,0.7254035,0.37996572,0.5327544,0.667946,0.6396314,0.6335332,1,1,1,0,1,1,1,1
covid_2020_02_24_20027201_p19_669_aug_0253,2020.02.24.20027201-p19-669_aug_0253.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027201-p19-669_aug_0253.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027201-p19-669_aug_0253.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027201-p19-669.png,2020.02.24.20027201-p19-669.png,1,1,1,0,1,1,1,1,1,0.016772643,0.9832274,1,0.4325207,0.4588297,0.6221983,0.56057876,0.6843108,0.4559852,0.5214214,0.6167024,0.62071556,0.62549067,1,1,1,0,1,1,1,1
covid_2020_02_24_20027201_p19_670_aug_0254,2020.02.24.20027201-p19-670_aug_0254.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027201-p19-670_aug_0254.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.24.20027201-p19-670_aug_0254.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027201-p19-670.png,2020.02.24.20027201-p19-670.png,1,1,1,0,1,1,1,1,1,0.022705112,0.9772949,1,0.4347894,0.45922098,0.6155563,0.56544095,0.69692016,0.4558159,0.5302108,0.6126561,0.63147336,0.62012076,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_0_aug_0255,2020.02.25.20021568-p23-108%0_aug_0255.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%0_aug_0255.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%0_aug_0255.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%0.png,2020.02.25.20021568-p23-108%0.png,1,1,1,0,1,1,1,1,1,0.0015907943,0.9984092,1,0.39570346,0.4652071,0.68644243,0.6413799,0.77271813,0.46499756,0.5347929,0.6803999,0.67439854,0.6875982,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_1_aug_0256,2020.02.25.20021568-p23-108%1_aug_0256.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%1_aug_0256.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%1_aug_0256.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%1.png,2020.02.25.20021568-p23-108%1.png,1,1,1,0,1,1,1,1,0,0.999686,0.00031397038,0,0.47728354,0.38050973,0.6071047,0.52271646,0.63163215,0.29650396,0.7550512,0.61949027,0.5803464,0.47458926,1,1,1,0,1,1,1,0
covid_2020_02_25_20021568_p23_108_10_aug_0257,2020.02.25.20021568-p23-108%10_aug_0257.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%10_aug_0257.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%10_aug_0257.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%10.png,2020.02.25.20021568-p23-108%10.png,1,1,1,0,1,1,1,1,1,0.037290636,0.9627093,1,0.4286158,0.45994422,0.638124,0.58465827,0.6823556,0.4603026,0.5161419,0.61541927,0.58987,0.6043402,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_11_aug_0258,2020.02.25.20021568-p23-108%11_aug_0258.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%11_aug_0258.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%11_aug_0258.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%11.png,2020.02.25.20021568-p23-108%11.png,1,1,1,0,1,1,1,1,1,8.188098e-05,0.9999181,1,0.36314946,0.4605695,0.7445808,0.664028,0.8313207,0.46011242,0.55179465,0.73213524,0.7231802,0.7568757,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_12_aug_0259,2020.02.25.20021568-p23-108%12_aug_0259.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%12_aug_0259.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%12_aug_0259.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%12.png,2020.02.25.20021568-p23-108%12.png,1,1,1,0,1,1,1,1,1,0.040360518,0.9596395,1,0.4269897,0.45227945,0.6579314,0.56958306,0.6915351,0.4513591,0.53196454,0.6156564,0.6048748,0.6072976,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_13_aug_0260,2020.02.25.20021568-p23-108%13_aug_0260.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%13_aug_0260.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%13_aug_0260.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%13.png,2020.02.25.20021568-p23-108%13.png,1,1,1,0,0,1,1,1,1,0.0007296765,0.9992704,1,0.38161945,0.45996654,0.72490466,0.63774407,0.8437618,0.4000004,0.5702805,0.74070174,0.7281846,0.73663074,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_14_aug_0261,2020.02.25.20021568-p23-108%14_aug_0261.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%14_aug_0261.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%14_aug_0261.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%14.png,2020.02.25.20021568-p23-108%14.png,1,1,1,0,1,1,1,1,1,0.037645828,0.9623541,1,0.4280773,0.4612548,0.64660364,0.5808786,0.6846205,0.46405473,0.5135044,0.6172549,0.5958642,0.6211137,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_15_aug_0262,2020.02.25.20021568-p23-108%15_aug_0262.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%15_aug_0262.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%15_aug_0262.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%15.png,2020.02.25.20021568-p23-108%15.png,1,1,1,0,1,1,1,1,1,0.008270425,0.99172956,1,0.41822854,0.464485,0.6651075,0.59652746,0.71688247,0.4607515,0.51896554,0.63859165,0.6197667,0.64375573,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_2_aug_0263,2020.02.25.20021568-p23-108%2_aug_0263.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%2_aug_0263.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%2_aug_0263.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%2.png,2020.02.25.20021568-p23-108%2.png,1,1,1,0,1,1,1,1,1,0.010296884,0.9897031,1,0.42196047,0.46381575,0.6293357,0.60507554,0.68888634,0.47841856,0.5181708,0.62108827,0.61017185,0.62793994,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_3_aug_0264,2020.02.25.20021568-p23-108%3_aug_0264.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%3_aug_0264.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%3_aug_0264.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%3.png,2020.02.25.20021568-p23-108%3.png,1,1,1,0,1,1,1,1,1,0.019298363,0.9807016,1,0.4235668,0.45962164,0.6621995,0.5784233,0.71605307,0.44884348,0.523695,0.63353205,0.6234507,0.65210074,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_4_aug_0265,2020.02.25.20021568-p23-108%4_aug_0265.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%4_aug_0265.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%4_aug_0265.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%4.png,2020.02.25.20021568-p23-108%4.png,1,1,1,0,1,1,1,1,1,0.0092770895,0.99072284,1,0.41304716,0.46452162,0.65359384,0.60689867,0.71084577,0.4731437,0.5197493,0.6408051,0.6311208,0.643754,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_5_aug_0266,2020.02.25.20021568-p23-108%5_aug_0266.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%5_aug_0266.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%5_aug_0266.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%5.png,2020.02.25.20021568-p23-108%5.png,1,1,1,0,1,1,1,1,0,0.7248449,0.27515513,0,0.49140722,0.4481077,0.5482085,0.5024678,0.6259716,0.37855634,0.57779795,0.604421,0.5893375,0.54135734,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_6_aug_0267,2020.02.25.20021568-p23-108%6_aug_0267.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%6_aug_0267.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%6_aug_0267.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%6.png,2020.02.25.20021568-p23-108%6.png,1,1,1,0,1,1,1,1,1,0.072168104,0.9278319,1,0.4424041,0.4565864,0.6028396,0.5657377,0.6262883,0.4843494,0.50155205,0.5810638,0.56719303,0.58987767,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_7_aug_0268,2020.02.25.20021568-p23-108%7_aug_0268.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%7_aug_0268.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%7_aug_0268.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%7.png,2020.02.25.20021568-p23-108%7.png,1,1,1,0,1,1,1,1,1,0.30580324,0.69419676,0,0.4662471,0.45346656,0.58271194,0.5202488,0.6631896,0.4256595,0.5550689,0.58527094,0.6261451,0.58741415,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_8_aug_0269,2020.02.25.20021568-p23-108%8_aug_0269.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%8_aug_0269.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%8_aug_0269.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%8.png,2020.02.25.20021568-p23-108%8.png,1,1,1,0,1,1,1,1,0,0.593395,0.40660495,0,0.48919445,0.4405369,0.54041,0.51080555,0.61489105,0.3803119,0.5946046,0.59539473,0.58507717,0.5327886,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p23_108_9_aug_0270,2020.02.25.20021568-p23-108%9_aug_0270.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%9_aug_0270.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p23-108%9_aug_0270.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%9.png,2020.02.25.20021568-p23-108%9.png,1,1,1,0,1,1,1,1,1,0.0011792904,0.9988207,1,0.40735972,0.4690932,0.6791006,0.61432934,0.7337468,0.47113046,0.525576,0.65564245,0.63490915,0.6722244,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p24_111_0_aug_0271,2020.02.25.20021568-p24-111%0_aug_0271.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p24-111%0_aug_0271.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p24-111%0_aug_0271.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%0.png,2020.02.25.20021568-p24-111%0.png,1,1,1,0,1,1,1,1,1,3.5858643e-06,0.9999964,1,0.35996825,0.45854422,0.7488808,0.6573736,0.83992535,0.45854422,0.5446861,0.7371113,0.7374192,0.769572,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p24_111_1_aug_0272,2020.02.25.20021568-p24-111%1_aug_0272.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p24-111%1_aug_0272.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p24-111%1_aug_0272.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%1.png,2020.02.25.20021568-p24-111%1.png,1,1,1,0,1,1,1,1,1,0.015642628,0.98435736,1,0.43089262,0.46107578,0.6298711,0.5825456,0.66442114,0.47721535,0.5084111,0.6067154,0.58699894,0.6152127,1,1,1,0,1,1,1,1
covid_2020_02_25_20021568_p24_111_2_aug_0273,2020.02.25.20021568-p24-111%2_aug_0273.png,COVID,1,train,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p24-111%2_aug_0273.png,/Users/samehissa/Downloads/SS-VIRULEX-outputs/02_SVIS-RULEX/covid_ct_run/exact_sequence/outputs/augmented_train_images/COVID/2020.02.25.20021568-p24-111%2_aug_0273.png,augmented,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%2.png,2020.02.25.20021568-p24-111%2.png,1,1,1,0,1,1,1,1,1,0.004730181,0.99526983,1,0.41699046,0.466369,0.6586454,0.59211886,0.7075921,0.4748163,0.5183701,0.63425374,0.6255744,0.658507,1,1,1,0,1,1,1,1
