concept_score_bilateral_involvement,concept_score_crazy_paving_pattern,concept_score_absence_of_lobar_consolidation,concept_score_ground_glass_appearance,med_task_prob_covid,med_neural_prob_covid,label
0.5234041,0.21263383,0.8533503,0.4509888,6.191909e-06,0.3457002,0
0.5181109,0.33372736,0.67614347,0.48353836,0.018788798,0.40729225,0
0.51947165,0.15855557,0.90787745,0.48073614,1.5855268e-07,0.30013213,0
0.51715386,0.31048614,0.6922561,0.48921615,0.0144416345,0.3963011,0
0.5050978,0.18822597,0.87887806,0.44979632,2.2034037e-06,0.3347512,0
0.5225748,0.31406236,0.7640639,0.4732829,0.0008306673,0.40488118,0
0.53570163,0.15399973,0.9132722,0.4591099,7.374917e-08,0.30270562,0
0.5047139,0.22248676,0.8543789,0.48958957,1.5275926e-05,0.3421568,0
0.5256059,0.21197146,0.85616004,0.4664834,5.554032e-06,0.33769795,0
0.53451717,0.23871417,0.81767917,0.43994,5.725433e-05,0.36212185,0
0.5262267,0.08522827,0.9592519,0.48959717,4.3464318e-10,0.23159513,0
0.5159433,0.22126049,0.83605415,0.4341219,4.3283693e-05,0.35688996,0
0.52298373,0.27701545,0.76513577,0.45359612,0.00026288518,0.37377855,0
0.5193465,0.17378318,0.88451666,0.463025,5.185816e-07,0.31391403,0
0.5196611,0.23607622,0.8382082,0.4497378,5.5876233e-05,0.3648775,0
0.5380947,0.11502663,0.9513122,0.48636627,2.6341949e-09,0.2668595,0
0.5229677,0.16880903,0.8949862,0.46565628,2.7470264e-07,0.3101632,0
0.53871953,0.13017517,0.9340911,0.47419965,7.4344153e-09,0.27921262,0
0.509768,0.19158429,0.8678602,0.48704875,5.849098e-07,0.31825048,0
0.51417184,0.16818917,0.89007264,0.5018679,1.487907e-07,0.30293402,0
0.49854988,0.23133704,0.81690276,0.48398858,8.848119e-06,0.35342133,0
0.5173667,0.15084805,0.9045836,0.46496353,2.5122358e-07,0.29583374,0
0.51832086,0.111434355,0.9418545,0.47773775,3.5683576e-09,0.26109964,0
0.552393,0.1772501,0.9083941,0.48847133,1.0243722e-06,0.3147206,0
0.51786506,0.19693802,0.8583232,0.45292053,3.011412e-06,0.33330294,0
0.5159062,0.28890258,0.7599048,0.508843,0.006838617,0.38065505,0
0.51928407,0.13819073,0.9219449,0.4775909,2.8072874e-08,0.28585204,0
0.52727836,0.1664261,0.89784616,0.4725576,3.2615148e-07,0.3049745,0
0.5498114,0.04064414,0.98764634,0.48751056,1.1156158e-13,0.16886055,0
0.5010918,0.27146706,0.7649166,0.4624287,0.00012949729,0.37399077,0
0.5175825,0.2268873,0.83098596,0.46843743,1.0754506e-05,0.34589007,0
0.5054508,0.26284337,0.7997141,0.47452858,0.00020163262,0.3663803,0
0.49606553,0.3202094,0.62830126,0.553742,0.28555384,0.42004484,0
0.5134411,0.28474817,0.7758015,0.47631732,0.00017515836,0.3922804,0
0.49836782,0.25769323,0.794082,0.4835252,4.6794234e-05,0.37191796,0
0.5010187,0.2854634,0.75929165,0.47780684,0.0004098735,0.38988012,0
0.49064943,0.2763965,0.77508014,0.4868755,0.00015836008,0.39787757,0
0.5200956,0.27736312,0.77086735,0.4956755,0.0012609432,0.37869167,0
0.49431637,0.22320601,0.8383668,0.48060724,1.2230547e-05,0.34214404,0
0.51898074,0.15968198,0.9036415,0.4829767,8.959806e-08,0.29965043,0
0.52952635,0.1339995,0.926875,0.49995768,5.19611e-09,0.27463323,0
0.5095728,0.40997654,0.6195622,0.47205818,0.07741879,0.4553468,0
0.522733,0.34830782,0.6997938,0.46827453,0.0138659375,0.41441387,0
0.51264554,0.13012363,0.92617524,0.48027015,1.0180361e-08,0.2774305,0
0.52467537,0.3237875,0.720743,0.4488478,0.0016855113,0.4046008,0
0.49623996,0.35891503,0.56483984,0.5783699,0.8778262,0.45525905,0
0.5072167,0.20601715,0.8183232,0.47262964,0.0016848312,0.35439488,0
0.514442,0.15013431,0.89560395,0.4383135,1.8715808e-07,0.30567873,0
0.51051295,0.3164008,0.6968536,0.46547344,0.01770291,0.40462306,0
0.50143975,0.26394257,0.79905415,0.4701402,3.432183e-05,0.3694365,0
0.5047062,0.14774723,0.9064588,0.4755243,6.555084e-08,0.2898424,0
0.53499395,0.1628605,0.9033273,0.45880514,9.1174144e-07,0.30937356,0
0.55091566,0.21360163,0.86395514,0.4426992,0.00015789253,0.34918636,0
0.48633707,0.290402,0.64299345,0.5618802,0.27502173,0.4212063,0
0.51284343,0.16868144,0.8821157,0.45093468,1.8930605e-06,0.31428558,0
0.551534,0.094251454,0.9550099,0.44363073,1.3960009e-09,0.2512307,0
0.52022284,0.25575903,0.8083464,0.44748652,0.0005389988,0.37535477,0
0.501811,0.2735877,0.7525634,0.45844048,0.00087213697,0.3804577,0
0.53729,0.19098876,0.87568253,0.46910617,2.3271823e-06,0.32560807,0
0.5162545,0.114018336,0.94502413,0.48343068,2.6814813e-09,0.26483825,0
0.52989984,0.1370029,0.9219158,0.47296524,3.1516137e-08,0.28390968,0
0.5338646,0.17007124,0.898272,0.468688,1.3691764e-06,0.3111732,0
0.5367314,0.11645446,0.9353503,0.45266077,7.834819e-09,0.26982632,0
0.53157556,0.091760755,0.9573685,0.43782026,4.930569e-09,0.25195765,0
0.50841445,0.28026724,0.7726608,0.48697975,0.00037325345,0.39078736,0
0.5199015,0.27946416,0.8010698,0.48158658,0.00030374358,0.37499103,0
0.5149672,0.14067912,0.9225532,0.49795383,8.434799e-08,0.28188694,0
0.5317419,0.21486822,0.8587227,0.48047692,3.0100825e-06,0.33532333,0
0.51650673,0.07497327,0.96524405,0.45977876,1.8540973e-10,0.22452515,0
0.5288949,0.27687547,0.7442192,0.49038363,0.0041038333,0.40016744,0
0.51211274,0.36630365,0.6782024,0.46623716,0.019398542,0.43423104,0
0.47197807,0.27330208,0.64309615,0.6257034,0.24978508,0.420488,0
0.50141525,0.2281312,0.80907416,0.46342143,0.000106970256,0.34325853,0
0.5422562,0.2449917,0.8405205,0.46337694,3.784213e-05,0.36351874,0
0.5248162,0.101629995,0.9489075,0.4786175,2.846734e-09,0.25153783,0
0.51531994,0.18418033,0.88552505,0.4712213,5.077651e-06,0.3216591,0
0.5179862,0.22628707,0.8369943,0.4684517,3.8100761e-06,0.34646112,0
0.5225126,0.2444709,0.8225264,0.4606224,6.215402e-05,0.36280552,0
0.5166224,0.32651865,0.6790904,0.51311976,0.027048664,0.40882304,0
0.5427376,0.23488775,0.8489852,0.4184159,0.00022209108,0.38073155,0
0.5304695,0.24902189,0.8328771,0.44792575,0.00037036045,0.37505606,0
0.5320297,0.141654,0.9233184,0.4576649,1.1539474e-07,0.29524314,0
0.5297286,0.11863386,0.9372723,0.4503808,1.430686e-08,0.2751538,0
0.52956045,0.16674739,0.8957133,0.4437908,1.4901921e-06,0.3154359,0
0.5319331,0.23420702,0.8409187,0.45027664,3.732534e-05,0.3636609,0
0.5360303,0.31492895,0.70472664,0.48331392,0.021700501,0.39828965,0
0.52884966,0.19273278,0.8951759,0.49914697,9.724913e-07,0.32262355,0
0.5194055,0.18395253,0.87611157,0.4618083,2.5296422e-06,0.3212552,0
0.5301699,0.21509847,0.87311876,0.5012889,3.4099157e-06,0.33297205,0
0.5274934,0.19330108,0.8889889,0.5004798,1.172821e-06,0.3190488,0
0.5085053,0.2312507,0.8302683,0.4771766,2.5038333e-05,0.34604955,0
0.5275579,0.12949264,0.93071884,0.47022516,4.4385747e-08,0.27911744,0
0.52743083,0.17445478,0.89288926,0.46940443,2.7540986e-07,0.31294283,0
0.5269081,0.11399559,0.9487107,0.48688963,8.739905e-09,0.2638901,0
0.52084786,0.12853664,0.9304932,0.46911806,4.3776524e-08,0.27709407,0
0.5414183,0.09856691,0.95499367,0.47533718,1.1703447e-09,0.24832344,0
0.52640873,0.092698485,0.9529057,0.48301318,2.7497435e-10,0.23920876,0
0.50250894,0.30177066,0.6889196,0.48124415,0.013890468,0.4087046,0
0.5076354,0.2925705,0.75862664,0.45181024,0.00056614703,0.38943863,0
0.48424426,0.31758067,0.61243474,0.5805173,0.16280459,0.42810404,0
0.52426934,0.34206834,0.68681896,0.5155127,0.012182554,0.42551696,0
0.5220433,0.3027103,0.6684758,0.53096336,0.13624613,0.4095299,0
0.5451821,0.13957693,0.9304847,0.460614,6.7919025e-08,0.29221246,0
0.52336663,0.17841184,0.9109822,0.5139832,3.1542393e-07,0.31078294,0
0.53086144,0.107647315,0.94961923,0.49825823,5.3290783e-10,0.25240982,0
0.51045585,0.16324444,0.8935988,0.4756734,1.266532e-07,0.30231118,0
0.5199717,0.08627544,0.9628124,0.49397078,7.828477e-11,0.23350996,0
0.52332556,0.21209903,0.8607288,0.47756293,4.6041646e-06,0.33579153,0
0.5218209,0.28879648,0.67845446,0.5202642,0.034104142,0.3990494,0
0.5378997,0.23224108,0.85852736,0.4829389,2.3897608e-05,0.34950086,0
0.5136592,0.27005026,0.8202659,0.4762212,0.00035013937,0.37683398,0
0.5863589,0.47286436,0.51229995,0.6168127,0.989184,0.460855,0
0.5210637,0.26335198,0.8161836,0.47814617,4.9010097e-05,0.36816734,0
0.49787346,0.2791221,0.79613787,0.46746463,0.00077302865,0.38104048,0
0.51932305,0.3072072,0.74432814,0.47481403,0.000415468,0.3947751,0
0.52368957,0.25181228,0.8077612,0.47129935,3.0599098e-05,0.357092,0
0.52434295,0.31555703,0.6786077,0.53156096,0.017132154,0.41033134,0
0.52878356,0.36607495,0.6801662,0.4783941,0.004333991,0.42329317,0
0.5129797,0.28920224,0.7552867,0.48927945,0.0011005559,0.38135606,0
0.5163426,0.23400956,0.74816966,0.52987444,0.0065023564,0.38225788,0
0.503368,0.22503075,0.81809366,0.4334396,0.00019208019,0.37002927,0
0.5290424,0.10309081,0.9494602,0.4558296,4.239114e-09,0.25924435,0
0.5224966,0.40707013,0.53177387,0.5739068,0.6955755,0.4549981,0
0.51925194,0.25039288,0.82390577,0.45713305,0.00028470028,0.36977664,0
0.52939445,0.20875202,0.87369955,0.48053437,2.4093033e-06,0.3359126,0
0.50800747,0.22016431,0.8431603,0.4865379,6.2643408e-06,0.33694044,0
0.53080636,0.20218179,0.88018423,0.48219293,2.136209e-06,0.33037362,0
0.53711534,0.19524212,0.8747974,0.4485855,1.0230708e-05,0.33598277,0
0.5170928,0.17422423,0.88501936,0.45180178,2.8765094e-06,0.31807882,0
0.507399,0.29554927,0.706214,0.48802847,0.02863708,0.40047672,0
0.5035746,0.4225638,0.61182344,0.46461278,0.112775505,0.4558916,0
0.5166045,0.3497735,0.69455767,0.47023126,0.0044148015,0.42197335,0
0.52627194,0.20267731,0.8685567,0.46553254,3.6863187e-06,0.33509436,0
0.48860663,0.2977081,0.6158309,0.56965,0.26882944,0.41434866,0
0.5234564,0.23511422,0.8380638,0.45342895,0.0002697087,0.3631061,0
0.52527,0.23071776,0.84827566,0.45901123,3.9632545e-05,0.35864693,0
0.52666515,0.09257225,0.9546733,0.47592175,2.8284067e-10,0.24146716,0
0.5233619,0.1470395,0.9248515,0.48953643,2.5958014e-08,0.29255736,0
0.5366503,0.064877875,0.97537136,0.50223285,3.935803e-12,0.20237043,0
0.52114296,0.17016928,0.90149343,0.4740459,3.9908434e-07,0.31310555,0
0.5327778,0.08662699,0.9569422,0.45473787,5.63141e-10,0.24018258,0
0.49802136,0.3853892,0.5830589,0.53783697,0.32399127,0.451949,0
0.5150497,0.34805602,0.6607569,0.47833964,0.029320642,0.41488618,0
0.53354555,0.08575308,0.96245337,0.4825402,3.9839634e-10,0.23420179,0
0.52004117,0.16006698,0.9022032,0.45832655,4.52333e-07,0.30848172,0
0.5263728,0.074531205,0.9637057,0.46137035,3.047562e-11,0.22406928,0
0.5306389,0.13913329,0.930167,0.49753296,9.702151e-09,0.28273016,0
0.54189324,0.2609517,0.787004,0.46720293,0.0015821832,0.37243423,0
0.5186756,0.25079072,0.82556695,0.45916748,0.0003822509,0.37261912,0
0.5087767,0.24892853,0.8247278,0.4766628,9.3248666e-05,0.36127096,0
0.49962163,0.31850567,0.6747644,0.46732578,0.0064798347,0.40555754,0
0.5201056,0.21422064,0.86279917,0.47858372,9.934175e-06,0.3404377,0
0.5211277,0.19763023,0.8695767,0.46120498,1.2131887e-05,0.33459857,0
0.5223647,0.3116691,0.6979495,0.5015594,0.020800415,0.40115866,0
0.51292855,0.28092822,0.7008785,0.4794779,0.008569403,0.38853407,0
0.52844197,0.36271718,0.67786247,0.48503873,0.021647403,0.4269802,0
0.5065623,0.24173127,0.81230605,0.46510562,4.551508e-05,0.35594532,0
0.5013234,0.39228883,0.5749134,0.50180304,0.20318188,0.43897787,0
0.53105694,0.4398203,0.5258469,0.55621195,0.75509435,0.45165178,0
0.5053685,0.25996506,0.7477487,0.49099687,0.002198693,0.37696776,0
0.5066137,0.30981115,0.72791505,0.47823587,0.002868199,0.3959655,0
0.51264954,0.33733875,0.68534595,0.4798405,0.009695685,0.41533387,0
0.53536606,0.21543597,0.8546764,0.440571,3.224675e-05,0.3535808,0
0.5124856,0.15099464,0.92003536,0.45323384,9.600006e-07,0.31030288,0
0.5053962,0.30874017,0.6272282,0.52782047,0.027094154,0.411671,0
0.5318455,0.24997526,0.8064882,0.43488973,0.0012807352,0.37801674,0
0.5236441,0.43317205,0.5426284,0.5531226,0.73466307,0.4504593,0
0.52346617,0.20921752,0.8485876,0.44384018,1.9337795e-05,0.34244156,0
0.5409421,0.10514928,0.95148265,0.48201942,2.9340306e-09,0.25571275,0
0.5517179,0.19407667,0.8872417,0.44712612,2.751625e-06,0.33660308,0
0.5313051,0.26501986,0.8049172,0.4548434,0.00037292572,0.3754392,0
0.48932746,0.27027154,0.70850545,0.4979516,0.025384415,0.3898977,0
0.49758345,0.2536092,0.76777583,0.45384392,0.00039908377,0.3759669,0
0.49000195,0.30994573,0.65264165,0.4994886,0.014849111,0.40234452,0
0.52674025,0.14157051,0.9223273,0.46417716,1.9231437e-07,0.2914197,0
0.5428618,0.12370002,0.9386127,0.46871775,1.0458665e-07,0.27472126,0
0.52038187,0.23950845,0.83314574,0.43933505,0.0001628536,0.37192047,0
0.50785875,0.30242208,0.72383976,0.46797734,0.0160536,0.40428194,0
0.5058449,0.23370129,0.8261954,0.47167745,6.704716e-05,0.34988478,0
0.5135772,0.25777674,0.8145754,0.4668729,0.00022794047,0.36832166,0
0.4912318,0.36009622,0.59365577,0.538432,0.21236706,0.4400111,0
0.5392105,0.12550847,0.9412017,0.4866686,2.7221243e-09,0.27480596,0
0.5056103,0.14246123,0.91264117,0.43579483,4.991776e-07,0.30218068,0
0.5313102,0.271709,0.72465414,0.506676,0.010523787,0.38751426,0
0.50831985,0.30224845,0.76963127,0.46011573,0.0019908026,0.40372097,0
0.51366925,0.14796504,0.91024375,0.45002982,1.3504258e-07,0.30095232,0
0.51040745,0.27321884,0.72110856,0.5083947,0.016866757,0.37850603,0
0.51690435,0.23703635,0.846281,0.47364798,8.5624975e-05,0.35766444,0
0.51687086,0.12650092,0.9289982,0.4473806,6.332283e-08,0.2835143,0
0.51219416,0.26474038,0.79141825,0.43556783,0.0008225419,0.38451222,0
0.50937086,0.25120544,0.8305453,0.5016758,1.7290025e-05,0.3725202,0
0.52220726,0.2185491,0.84422094,0.44436917,3.5316385e-05,0.35056055,0
0.54119307,0.17011681,0.89941305,0.44544193,4.171738e-06,0.32053083,0
0.5175113,0.17158988,0.8912933,0.42381638,7.1492536e-06,0.3268258,0
0.5312222,0.0785283,0.96726984,0.46213675,4.7680526e-10,0.23079538,0
0.52714866,0.19652387,0.8707925,0.44473737,7.5516323e-06,0.3396444,0
0.52054286,0.24516615,0.82952154,0.45856246,4.6410623e-05,0.36620638,0
0.5331811,0.30549222,0.76129156,0.47850174,0.0020089766,0.3917244,0
0.51583433,0.28276318,0.7754482,0.47723106,0.0014009345,0.3809396,0
0.5311904,0.1471948,0.91497123,0.46312577,6.6432165e-08,0.29518992,0
0.52557254,0.21472526,0.85441875,0.46264598,6.716169e-06,0.34476212,0
0.52831095,0.17323808,0.892808,0.46488222,1.8494552e-07,0.31475756,0
0.5210233,0.17193232,0.89846313,0.45646894,9.881054e-07,0.31887883,0
0.5042546,0.24761355,0.81786317,0.47183806,0.00015723464,0.35931635,0
0.5407024,0.28608435,0.7489754,0.5013722,0.005786051,0.38824895,0
0.5301979,0.1620952,0.9029495,0.46679357,6.0924737e-07,0.3065052,0
0.53792965,0.15054244,0.92850435,0.47105122,1.6712836e-07,0.30111593,0
0.5301026,0.22721729,0.8617363,0.48598164,9.109948e-06,0.34707475,0
0.52451766,0.2536452,0.80258363,0.44925153,0.00011420392,0.3682003,0
0.51477915,0.30399302,0.75866026,0.46312284,0.0010300041,0.3870275,0
0.5581035,0.42816168,0.54067045,0.628818,0.97225326,0.45347935,0
0.56010383,0.04315661,0.98668355,0.46834663,1.7499156e-13,0.1767815,0
0.5288845,0.15335703,0.91569465,0.48474717,1.2147534e-07,0.29441535,0
0.5419658,0.18646851,0.8941503,0.46505386,1.7539418e-06,0.32768345,0
0.5519582,0.13481255,0.93781775,0.48207644,2.4413406e-08,0.2829493,0
0.551738,0.17920302,0.90664464,0.4955477,8.04405e-07,0.31184256,0
